վ��,time,PM2.5,PM10,NO2,temperature,humidity
΢վ2,2022/10/20 4:00,23,58,167,15.9,60
΢վ2,2022/10/20 5:00,23,56,168,16,61
΢վ2,2022/10/20 6:00,34,72,163,15.8,62
΢վ2,2022/10/20 7:00,31,81,172,15.9,62
΢վ2,2022/10/20 8:00,21,79,159,17.2,58
΢վ2,2022/10/20 9:00,13,51,127,18.8,53
΢վ2,2022/10/20 10:00,9,38,90,20.4,49
΢վ2,2022/10/20 11:00,9,36,74,21.2,47
΢վ2,2022/10/20 12:00,10,36,65,22.5,44
΢վ2,2022/10/20 13:00,12,38,60,23.7,41
΢վ2,2022/10/20 14:00,10,36,49,24.9,38
΢վ2,2022/10/20 15:00,11,44,44,25.7,36
΢վ2,2022/10/20 16:00,11,40,38,26.2,35
΢վ2,2022/10/20 17:00,11,43,48,24.8,38
΢վ2,2022/10/20 18:00,11,52,57,23.8,41
΢վ2,2022/10/20 19:00,11,50,73,23.2,44
΢վ2,2022/10/20 20:00,11,46,79,22,49
΢վ2,2022/10/20 21:00,10,40,71,21.6,48
΢վ2,2022/10/20 22:00,12,46,75,21,50
΢վ2,2022/10/20 23:00,11,40,80,20.8,52
΢վ2,2022/10/21 0:00,10,37,78,20.7,53
΢վ2,2022/10/21 1:00,9,36,73,20.6,54
΢վ2,2022/10/21 2:00,10,37,68,20.5,54
΢վ2,2022/10/21 3:00,10,35,78,20.6,55
΢վ2,2022/10/21 4:00,13,42,83,20.4,57
΢վ2,2022/10/21 5:00,14,42,94,20,58
΢վ2,2022/10/21 6:00,19,54,106,19.6,60
΢վ2,2022/10/21 7:00,21,69,110,19.5,62
΢վ2,2022/10/21 8:00,19,66,98,20.5,60
΢վ2,2022/10/21 9:00,14,40,69,22,53
΢վ2,2022/10/21 10:00,2,8,4,24.1,47
΢վ2,2022/10/21 11:00,9,37,39,24.3,47
΢վ2,2022/10/21 12:00,10,37,30,25,45
΢վ2,2022/10/21 13:00,12,38,23,25.7,44
΢վ2,2022/10/21 14:00,13,40,23,26.2,44
΢վ2,2022/10/21 15:00,13,42,19,27.2,41
΢վ2,,,,,,
΢վ2,,,,,,
΢վ2,2022/10/21 18:00,17,66,52,26.2,42
΢վ2,2022/10/21 19:00,22,91,77,25.6,45
΢վ2,2022/10/21 20:00,17,62,88,25.1,48
΢վ2,2022/10/21 21:00,19,72,94,24.6,50
΢վ2,2022/10/21 22:00,30,105,97,24,52
΢վ2,2022/10/21 23:00,37,96,92,23.1,55
΢վ2,2022/10/22 0:00,35,79,99,22.5,58
΢վ2,2022/10/22 1:00,34,78,96,22.2,63
΢վ2,2022/10/22 2:00,37,84,82,22.3,68
΢վ2,2022/10/22 3:00,40,93,84,22,69
΢վ2,2022/10/22 4:00,40,88,81,22,70
΢վ2,2022/10/22 5:00,37,88,77,21.6,71
΢վ2,2022/10/22 6:00,46,120,76,21.2,73
΢վ2,2022/10/22 7:00,57,158,80,21.2,74
΢վ2,2022/10/22 8:00,56,160,96,21.8,75
΢վ2,2022/10/22 9:00,43,77,75,23.1,72
΢վ2,2022/10/22 10:00,45,85,48,24.2,65
΢վ2,2022/10/22 11:00,44,96,38,25.1,56
΢վ2,2022/10/22 12:00,44,85,14,26.8,47
΢վ2,2022/10/22 13:00,56,90,10,27.9,43
΢վ2,2022/10/22 14:00,44,90,2,28.5,39
΢վ2,2022/10/22 15:00,50,106,11,29.2,40
΢վ2,2022/10/22 16:00,50,117,11,27.5,45
΢վ2,2022/10/22 17:00,47,120,24,26.7,46
΢վ2,2022/10/22 18:00,57,155,36,25.8,50
΢վ2,2022/10/22 19:00,63,166,48,24.8,55
΢վ2,2022/10/22 20:00,64,178,55,23.9,60
΢վ2,2022/10/22 21:00,65,191,63,23,64
΢վ2,2022/10/22 22:00,71,201,67,22.9,65
΢վ2,2022/10/22 23:00,73,200,73,22.3,70
΢վ2,2022/10/23 0:00,57,167,70,21.8,74
΢վ2,2022/10/23 1:00,46,95,70,21.4,75
΢վ2,2022/10/23 2:00,44,63,68,20.9,76
΢վ2,2022/10/23 3:00,31,54,71,20.6,77
΢վ2,2022/10/23 4:00,25,49,68,20,80
΢վ2,2022/10/23 5:00,24,56,61,19.4,79
΢վ2,2022/10/23 6:00,27,60,60,19.2,80
΢վ2,2022/10/23 7:00,32,56,68,19.1,79
΢վ2,2022/10/23 8:00,35,51,63,19.7,76
΢վ2,2022/10/23 9:00,34,58,57,20.4,75
΢վ2,2022/10/23 10:00,36,73,49,21.2,71
΢վ2,2022/10/23 11:00,37,91,41,22,66
΢վ2,2022/10/23 12:00,44,111,26,23.2,57
΢վ2,2022/10/23 13:00,50,103,17,24.3,49
΢վ2,2022/10/23 14:00,36,102,15,24.9,43
΢վ2,2022/10/23 15:00,16,59,13,25.5,34
΢վ2,2022/10/23 16:00,10,49,20,25.5,31
΢վ2,2022/10/23 17:00,9,45,34,24.4,31
΢վ2,2022/10/23 18:00,9,45,50,23,31
΢վ2,2022/10/23 19:00,10,49,80,22,33
΢վ2,2022/10/23 20:00,10,51,93,21,37
΢վ2,2022/10/23 21:00,12,56,112,20.1,42
΢վ2,2022/10/23 22:00,12,53,101,19.4,48
΢վ2,2022/10/23 23:00,13,55,111,18.9,53
΢վ2,2022/10/24 0:00,13,52,119,18.3,56
΢վ2,2022/10/24 1:00,15,57,139,17.8,58
΢վ2,2022/10/24 2:00,15,56,137,17.4,59
΢վ2,2022/10/24 3:00,14,48,133,17.1,57
΢վ2,2022/10/24 4:00,14,52,142,17,56
΢վ2,2022/10/24 5:00,16,51,145,16.8,57
΢վ2,2022/10/24 6:00,22,61,151,16.8,58
΢վ2,2022/10/24 7:00,19,75,158,16.4,63
΢վ2,2022/10/24 8:00,20,90,147,17.2,62
΢վ2,2022/10/24 9:00,11,47,111,19,51
΢վ2,2022/10/24 10:00,11,44,88,20.6,42
΢վ2,2022/10/24 11:00,9,42,70,21.8,32
΢վ2,2022/10/24 12:00,12,46,51,23.3,30
΢վ2,2022/10/24 13:00,13,47,46,24.2,29
΢վ2,2022/10/24 14:00,16,51,42,24.9,27
΢վ2,2022/10/24 15:00,17,57,36,25.7,26
΢վ2,2022/10/24 16:00,18,54,34,25.3,27
΢վ2,2022/10/24 17:00,15,52,51,23.8,30
΢վ2,2022/10/24 18:00,15,60,77,23,33
΢վ2,2022/10/24 19:00,14,59,87,22.2,36
΢վ2,2022/10/24 20:00,15,50,96,21.4,42
΢վ2,2022/10/24 21:00,15,62,96,20.7,46
΢վ2,2022/10/24 22:00,15,50,91,20.1,49
΢վ2,2022/10/24 23:00,16,49,94,19.5,52
΢վ2,2022/10/25 0:00,17,49,100,19.1,52
΢վ2,2022/10/25 1:00,16,50,98,19.2,52
΢վ2,2022/10/25 2:00,13,41,89,19.2,52
΢վ2,2022/10/25 3:00,12,40,97,18.5,54
΢վ2,2022/10/25 4:00,12,39,105,18.4,54
΢վ2,2022/10/25 5:00,13,49,115,18.2,55
΢վ2,2022/10/25 6:00,17,55,125,17.8,55
΢վ2,2022/10/25 7:00,14,68,134,17.8,55
΢վ2,2022/10/25 8:00,11,59,117,18.5,52
΢վ2,2022/10/25 9:00,9,44,96,19,50
΢վ2,2022/10/25 10:00,9,39,85,19.8,47
΢վ2,2022/10/25 11:00,10,40,82,20.6,45
΢վ2,2022/10/25 12:00,9,36,64,22,40
΢վ2,2022/10/25 13:00,8,32,54,22.7,38
΢վ2,2022/10/25 14:00,9,34,51,23.4,37
΢վ2,2022/10/25 15:00,9,32,45,24,34
΢վ2,2022/10/25 16:00,8,35,46,23.9,35
΢վ2,2022/10/25 17:00,8,40,59,22.8,37
΢վ2,2022/10/25 18:00,9,38,71,21.8,40
΢վ2,2022/10/25 19:00,9,39,81,20.9,43
΢վ2,2022/10/25 20:00,9,42,87,20.1,46
΢վ2,2022/10/25 21:00,9,43,100,19.5,49
΢վ2,2022/10/25 22:00,9,39,103,19,52
΢վ2,2022/10/25 23:00,9,37,98,18.5,53
΢վ2,2022/10/26 0:00,8,35,98,18.3,54
΢վ2,2022/10/26 1:00,8,35,106,18.4,55
΢վ2,2022/10/26 2:00,7,35,102,18.5,55
΢վ2,2022/10/26 3:00,7,34,106,18.4,55
΢վ2,2022/10/26 4:00,7,34,100,18.3,55
΢վ2,2022/10/26 5:00,8,35,104,18.7,54
΢վ2,2022/10/26 6:00,9,40,100,18.8,54
΢վ2,2022/10/26 7:00,10,45,102,19,52
΢վ2,2022/10/26 8:00,9,44,103,19.6,52
΢վ2,2022/10/26 9:00,10,46,90,20.4,51
΢վ2,2022/10/26 10:00,11,44,82,20.9,52
΢վ2,2022/10/26 11:00,11,44,74,21.6,52
΢վ2,2022/10/26 12:00,10,40,64,22.3,52
΢վ2,2022/10/26 13:00,9,53,56,23,51
΢վ2,2022/10/26 14:00,10,43,61,23.3,51
΢վ2,2022/10/26 15:00,10,40,59,23.3,51
΢վ2,2022/10/26 16:00,13,63,81,22.7,59
΢վ2,2022/10/26 17:00,17,62,97,21.4,66
΢վ2,2022/10/26 18:00,22,74,95,21.1,71
΢վ2,2022/10/26 19:00,22,80,87,20.9,74
΢վ2,2022/10/26 20:00,20,64,88,20.4,77
΢վ2,2022/10/26 21:00,23,40,91,20.1,81
΢վ2,2022/10/26 22:00,21,38,84,19.8,82
΢վ2,2022/10/26 23:00,22,41,80,19.5,86
΢վ2,2022/10/27 0:00,22,33,66,19.5,87
΢վ2,2022/10/27 1:00,12,29,66,19,86
΢վ2,2022/10/27 2:00,13,29,65,18.7,86
΢վ2,2022/10/27 3:00,10,21,64,18.4,88
΢վ2,2022/10/27 4:00,8,15,66,18.3,88
΢վ2,2022/10/27 5:00,7,8,64,18.1,91
΢վ2,2022/10/27 6:00,7,9,67,18.3,91
΢վ2,2022/10/27 7:00,8,10,64,18.6,89
΢վ2,2022/10/27 8:00,7,9,77,18.9,85
΢վ2,2022/10/27 9:00,8,15,76,19.3,78
΢վ2,2022/10/27 10:00,6,17,72,20,74
΢վ2,2022/10/27 11:00,6,18,65,20.7,73
΢վ2,2022/10/27 12:00,6,21,67,21.5,71
΢վ2,2022/10/27 13:00,10,25,57,22.2,67
΢վ2,2022/10/27 14:00,11,34,49,23.1,60
΢վ2,2022/10/27 15:00,11,34,48,23.1,59
΢վ2,2022/10/27 16:00,9,34,53,22.4,62
΢վ2,2022/10/27 17:00,9,33,66,20.7,67
΢վ2,2022/10/27 18:00,9,35,74,20.5,66
΢վ2,2022/10/27 19:00,9,40,75,20.6,66
΢վ2,2022/10/27 20:00,9,41,75,20.5,68
΢վ2,2022/10/27 21:00,9,39,63,20.4,69
΢վ2,2022/10/27 22:00,9,36,69,20.1,69
΢վ2,2022/10/27 23:00,9,36,67,20,69
΢վ2,2022/10/28 0:00,10,38,70,19.9,69
΢վ2,2022/10/28 1:00,9,38,76,19.5,71
΢վ2,2022/10/28 2:00,9,39,73,19.2,72
΢վ2,2022/10/28 3:00,9,34,74,18.9,70
΢վ2,2022/10/28 4:00,9,33,75,18.7,69
΢վ2,2022/10/28 5:00,8,30,84,18.4,65
΢վ2,2022/10/28 6:00,9,33,94,18.3,64
΢վ2,2022/10/28 7:00,9,36,104,18.3,63
΢վ2,2022/10/28 8:00,10,42,104,18.7,63
΢վ2,2022/10/28 9:00,12,45,89,19.3,62
΢վ2,2022/10/28 10:00,13,46,82,20,62
΢վ2,2022/10/28 11:00,14,46,67,20.9,58
΢վ2,2022/10/28 12:00,16,45,54,21.8,54
΢վ2,2022/10/28 13:00,17,50,53,22.1,53
΢վ2,2022/10/28 14:00,17,49,47,22.2,50
΢վ2,2022/10/28 15:00,18,54,49,22.3,48
΢վ2,2022/10/28 16:00,21,63,55,22.1,48
΢վ2,2022/10/28 17:00,19,64,65,21.7,48
΢վ2,2022/10/28 18:00,16,60,78,21,50
΢վ2,2022/10/28 19:00,17,63,101,20.2,53
΢վ2,2022/10/28 20:00,14,55,108,19.6,53
΢վ2,2022/10/28 21:00,11,45,99,19,54
΢վ2,2022/10/28 22:00,11,48,103,18.6,56
΢վ2,2022/10/28 23:00,12,52,110,18.3,57
΢վ2,2022/10/29 0:00,18,70,115,18.2,59
΢վ2,2022/10/29 1:00,20,75,116,18.1,60
΢վ2,2022/10/29 2:00,20,77,116,18,60
΢վ2,2022/10/29 3:00,20,83,113,17.9,60
΢վ2,2022/10/29 4:00,22,88,116,17.7,60
΢վ2,2022/10/29 5:00,21,81,120,17.6,60
΢վ2,2022/10/29 6:00,26,89,123,17.5,61
΢վ2,2022/10/29 7:00,23,82,132,17.5,61
΢վ2,2022/10/29 8:00,21,74,128,17.8,61
΢վ2,2022/10/29 9:00,14,55,104,18.8,57
΢վ2,2022/10/29 10:00,10,41,86,19.7,53
΢վ2,2022/10/29 11:00,9,33,72,20.7,50
΢վ2,2022/10/29 12:00,10,36,69,21.6,47
΢վ2,2022/10/29 13:00,11,36,54,22.5,44
΢վ2,2022/10/29 14:00,12,37,51,23.2,41
΢վ2,2022/10/29 15:00,15,44,47,23.9,40
΢վ2,2022/10/29 16:00,17,47,49,23.4,42
΢վ2,2022/10/29 17:00,15,47,57,22.8,43
΢վ2,2022/10/29 18:00,16,51,82,21.8,47
΢վ2,2022/10/29 19:00,14,45,89,20.7,52
΢վ2,2022/10/29 20:00,11,41,96,19.6,55
΢վ2,2022/10/29 21:00,13,44,104,18.9,58
΢վ2,2022/10/29 22:00,13,45,124,18.4,60
΢վ2,2022/10/29 23:00,14,47,121,17.8,62
΢վ2,2022/10/30 0:00,16,52,129,17.5,63
΢վ2,2022/10/30 1:00,22,67,133,17.2,65
΢վ2,2022/10/30 2:00,28,88,145,16.8,68
΢վ2,2022/10/30 3:00,27,80,139,16.9,67
΢վ2,2022/10/30 4:00,35,95,143,16.8,68
΢վ2,2022/10/30 5:00,41,114,138,16.7,69
΢վ2,2022/10/30 6:00,44,115,144,16.9,69
΢վ2,2022/10/30 7:00,42,120,138,16.9,70
΢վ2,2022/10/30 8:00,43,126,135,17.4,69
΢վ2,2022/10/30 9:00,43,133,125,18.2,69
΢վ2,2022/10/30 10:00,38,125,100,19.5,67
΢վ2,2022/10/30 11:00,40,121,87,20.6,66
΢վ2,2022/10/30 12:00,34,101,75,22.6,62
΢վ2,2022/10/30 13:00,25,74,52,24.4,56
΢վ2,2022/10/30 14:00,17,52,35,25.8,49
΢վ2,2022/10/30 15:00,17,49,35,25.8,48
΢վ2,2022/10/30 16:00,17,56,45,25,51
΢վ2,2022/10/30 17:00,14,55,57,24.4,52
΢վ2,2022/10/30 18:00,14,71,68,23.9,53
΢վ2,2022/10/30 19:00,11,48,58,23.3,53
΢վ2,2022/10/30 20:00,10,42,58,22.6,53
΢վ2,2022/10/30 21:00,10,42,61,22.2,56
΢վ2,2022/10/30 22:00,11,40,65,21.7,57
΢վ2,2022/10/30 23:00,12,40,63,21.5,58
΢վ2,2022/10/31 0:00,13,44,73,20.9,61
΢վ2,2022/10/31 1:00,16,54,98,20.4,63
΢վ2,2022/10/31 2:00,19,65,104,19.8,66
΢վ2,2022/10/31 3:00,23,76,107,19.2,69
΢վ2,2022/10/31 4:00,26,85,109,18.7,71
΢վ2,2022/10/31 5:00,28,93,115,18.3,74
΢վ2,2022/10/31 6:00,30,83,115,18,75
΢վ2,2022/10/31 7:00,25,45,121,18,77
΢վ2,2022/10/31 8:00,19,42,108,18.9,76
΢վ2,2022/10/31 9:00,21,34,90,20.2,71
΢վ2,2022/10/31 10:00,17,59,69,21.4,66
΢վ2,2022/10/31 11:00,13,41,49,22.6,56
΢վ2,2022/10/31 12:00,10,36,44,23.4,50
΢վ2,2022/10/31 13:00,9,34,32,24.8,44
΢վ2,2022/10/31 14:00,9,34,27,25.5,39
΢վ2,2022/10/31 15:00,10,33,23,26,35
΢վ2,2022/10/31 16:00,10,33,35,25.7,35
΢վ2,2022/10/31 17:00,10,36,48,25,38
΢վ2,2022/10/31 18:00,12,47,59,24,47
΢վ2,2022/10/31 19:00,11,40,68,23.1,49
΢վ2,2022/10/31 20:00,11,40,76,22.2,53
΢վ2,2022/10/31 21:00,12,49,78,21.5,56
΢վ2,2022/10/31 22:00,14,50,88,20.8,59
΢վ2,2022/10/31 23:00,17,56,94,20.2,62
΢վ2,2022/11/1 0:00,18,64,99,19.6,67
΢վ2,2022/11/1 1:00,24,84,109,19.1,70
΢վ2,2022/11/1 2:00,36,117,110,18.7,74
΢վ2,2022/11/1 3:00,23,56,110,18.4,77
΢վ2,2022/11/1 4:00,20,44,105,18.2,78
΢վ2,2022/11/1 5:00,23,50,107,18,80
΢վ2,2022/11/1 6:00,26,51,111,17.7,82
΢վ2,2022/11/1 7:00,22,46,107,17.7,82
΢վ2,2022/11/1 8:00,21,43,108,18.2,81
΢վ2,2022/11/1 9:00,31,39,97,19.2,76
΢վ2,2022/11/1 10:00,28,56,81,20,71
΢վ2,2022/11/1 11:00,27,49,60,21.2,64
΢վ2,2022/11/1 12:00,9,29,6,21.8,56
΢վ2,2022/11/1 13:00,10,32,14,21.7,55
΢վ2,2022/11/1 14:00,11,34,19,21.7,52
΢վ2,2022/11/1 15:00,12,37,21,21.5,50
΢վ2,2022/11/1 16:00,20,58,29,20.6,54
΢վ2,2022/11/1 17:00,47,127,32,18.9,65
΢վ2,2022/11/1 18:00,54,146,31,17.8,71
΢վ2,2022/11/1 19:00,47,129,28,17,73
΢վ2,2022/11/1 20:00,38,107,27,16.3,76
΢վ2,2022/11/1 21:00,38,106,28,15.7,76
΢վ2,2022/11/1 22:00,36,103,28,15.3,77
΢վ2,2022/11/1 23:00,34,100,27,15.3,76
΢վ2,2022/11/2 0:00,37,107,28,14.5,78
΢վ2,2022/11/2 1:00,46,128,28,14.2,79
΢վ2,2022/11/2 2:00,47,131,28,13.8,80
΢վ2,2022/11/2 3:00,48,131,29,13.2,83
΢վ2,2022/11/2 4:00,45,125,27,13.7,80
΢վ2,2022/11/2 5:00,47,135,28,13.4,81
΢վ2,2022/11/2 6:00,43,121,27,13.8,78
΢վ2,2022/11/2 7:00,33,96,24,14.9,75
΢վ2,2022/11/2 8:00,30,87,20,16.8,69
΢վ2,2022/11/2 9:00,24,72,14,18.8,60
΢վ2,2022/11/2 10:00,18,53,16,20.5,49
΢վ2,2022/11/2 11:00,18,52,18,21.2,46
΢վ2,2022/11/2 12:00,17,50,19,21,46
΢վ2,2022/11/2 13:00,17,49,20,21.5,43
΢վ2,2022/11/2 14:00,16,47,20,21.4,42
΢վ2,2022/11/2 15:00,18,51,25,21,43
΢վ2,2022/11/2 16:00,21,61,29,20.2,46
΢վ2,2022/11/2 17:00,26,77,32,18.8,54
΢վ2,2022/11/2 18:00,30,89,33,17.6,61
΢վ2,2022/11/2 19:00,14,47,27,16.5,65
΢վ2,2022/11/2 20:00,12,42,28,15.8,66
΢վ2,2022/11/2 21:00,13,43,30,15.3,68
΢վ2,2022/11/2 22:00,14,43,30,15,70
΢վ2,2022/11/2 23:00,15,44,31,14,75
΢վ2,2022/11/3 0:00,16,48,30,14.1,76
΢վ2,2022/11/3 1:00,17,48,31,14.1,76
΢վ2,2022/11/3 2:00,18,53,29,13.6,78
΢վ2,2022/11/3 3:00,22,62,29,13.5,79
΢վ2,2022/11/3 4:00,23,62,31,12.4,85
΢վ2,2022/11/3 5:00,22,63,29,12.8,82
΢վ2,2022/11/3 6:00,24,68,30,12.8,82
΢վ2,2022/11/3 7:00,21,61,27,14.3,76
΢վ2,2022/11/3 8:00,19,55,21,16.4,72
΢վ2,2022/11/3 9:00,15,46,12,19.5,56
΢վ2,2022/11/3 10:00,18,53,18,19.7,53
΢վ2,2022/11/3 11:00,20,58,24,19.9,54
΢վ2,2022/11/3 12:00,24,69,21,20.3,50
΢վ2,2022/11/3 13:00,27,76,22,20.4,48
΢վ2,2022/11/3 14:00,28,76,23,20,48
΢վ2,2022/11/3 15:00,26,74,25,19.7,47
΢վ2,2022/11/3 16:00,19,54,29,18.4,52
΢վ2,2022/11/3 17:00,8,34,28,17,58
΢վ2,2022/11/3 18:00,7,25,27,16.6,59
΢վ2,2022/11/3 19:00,7,25,28,16.1,61
΢վ2,2022/11/3 20:00,6,22,27,15.6,64
΢վ2,2022/11/3 21:00,6,20,27,15.3,64
΢վ2,2022/11/3 22:00,7,22,28,15.4,64
΢վ2,2022/11/3 23:00,8,27,29,15.3,64
΢վ2,2022/11/4 0:00,13,56,29,15.2,66
΢վ2,2022/11/4 1:00,15,44,28,15.5,66
΢վ2,2022/11/4 2:00,19,56,31,15.3,70
΢վ2,2022/11/4 3:00,28,75,36,14.1,87
΢վ2,2022/11/4 4:00,31,82,31,14.1,89
΢վ2,2022/11/4 5:00,25,71,26,14.4,86
΢վ2,2022/11/4 6:00,21,61,25,14.5,83
΢վ2,2022/11/4 7:00,15,45,22,14.8,77
΢վ2,2022/11/4 8:00,11,37,20,15,70
΢վ2,2022/11/4 9:00,9,33,21,15.2,64
΢վ2,2022/11/4 10:00,9,31,18,16.3,57
΢վ2,2022/11/4 11:00,8,29,17,17.5,50
΢վ2,2022/11/4 12:00,8,30,19,17.7,49
΢վ2,2022/11/4 13:00,8,29,21,17.7,47
΢վ2,2022/11/4 14:00,9,31,22,17.5,47
΢վ2,2022/11/4 15:00,19,54,24,17.1,47
΢վ2,2022/11/4 16:00,10,35,27,16.1,50
΢վ2,2022/11/4 17:00,8,32,27,14.6,54
΢վ2,2022/11/4 18:00,10,36,29,13.5,59
΢վ2,2022/11/4 19:00,11,40,28,12.7,61
΢վ2,2022/11/4 20:00,13,43,29,12.2,64
΢վ2,2022/11/4 21:00,13,41,28,12.1,64
΢վ2,2022/11/4 22:00,13,41,28,12,65
΢վ2,2022/11/4 23:00,15,45,27,12.2,63
΢վ2,2022/11/5 0:00,15,43,28,12.2,64
΢վ2,2022/11/5 1:00,16,46,28,12.6,63
΢վ2,2022/11/5 2:00,18,51,28,12.9,62
΢վ2,2022/11/5 3:00,18,51,27,12.6,63
΢վ2,2022/11/5 4:00,21,59,28,12.6,63
΢վ2,2022/11/5 5:00,22,61,29,12.2,64
΢վ2,2022/11/5 6:00,23,63,28,12.2,64
΢վ2,2022/11/5 7:00,21,59,23,13.4,59
΢վ2,2022/11/5 8:00,18,51,19,14.6,54
΢վ2,2022/11/5 9:00,14,40,21,15.7,50
΢վ2,2022/11/5 10:00,11,31,19,17,43
΢վ2,2022/11/5 11:00,12,34,21,17.7,42
΢վ2,2022/11/5 12:00,12,34,18,18.9,38
΢վ2,2022/11/5 13:00,13,36,21,18.7,38
΢վ2,2022/11/5 14:00,14,37,22,18.5,38
΢վ2,2022/11/5 15:00,15,42,27,17.8,40
΢վ2,2022/11/5 16:00,20,56,29,16.9,45
΢վ2,2022/11/5 17:00,25,75,31,15.8,49
΢վ2,2022/11/5 18:00,30,90,32,15.3,53
΢վ2,2022/11/5 19:00,30,88,32,14.7,57
΢վ2,2022/11/5 20:00,32,92,34,14.4,60
΢վ2,2022/11/5 21:00,30,83,35,14,65
΢վ2,2022/11/5 22:00,25,75,35,13.5,67
΢վ2,2022/11/5 23:00,22,65,31,13,67
΢վ2,2022/11/6 0:00,22,66,32,12.9,68
΢վ2,2022/11/6 1:00,25,74,32,12.9,68
΢վ2,2022/11/6 2:00,22,62,31,12.7,69
΢վ2,2022/11/6 3:00,22,59,32,12.5,71
΢վ2,2022/11/6 4:00,19,52,33,12.3,75
΢վ2,2022/11/6 5:00,20,54,33,11.7,79
΢վ2,2022/11/6 6:00,20,57,31,11.7,78
΢վ2,2022/11/6 7:00,22,67,28,13,70
΢վ2,2022/11/6 8:00,16,50,20,15.5,59
΢վ2,2022/11/6 9:00,10,34,18,17.1,51
΢վ2,2022/11/6 10:00,13,39,20,18.5,46
΢վ2,2022/11/6 11:00,14,41,21,19.6,42
΢վ2,2022/11/6 12:00,16,44,22,20,42
΢վ2,2022/11/6 13:00,15,44,21,20.4,40
΢վ2,2022/11/6 14:00,13,38,22,20.6,38
΢վ2,2022/11/6 15:00,14,41,26,20,40
΢վ2,2022/11/6 16:00,15,46,31,18.8,47
΢վ2,2022/11/6 17:00,15,46,31,17.7,53
΢վ2,2022/11/6 18:00,12,39,32,16.9,59
΢վ2,2022/11/6 19:00,13,40,31,16.1,63
΢վ2,2022/11/6 20:00,13,38,31,15.3,66
΢վ2,2022/11/6 21:00,14,40,32,15,69
΢վ2,2022/11/6 22:00,13,40,30,14.9,69
΢վ2,2022/11/6 23:00,12,35,31,14.6,70
΢վ2,2022/11/7 0:00,12,35,31,14.2,73
΢վ2,2022/11/7 1:00,13,36,31,14.2,74
΢վ2,2022/11/7 2:00,15,40,31,14.1,76
΢վ2,2022/11/7 3:00,16,46,31,13.9,78
΢վ2,2022/11/7 4:00,18,54,32,13.4,80
΢վ2,2022/11/7 5:00,23,62,34,13.3,83
΢վ2,2022/11/7 6:00,24,65,33,13.6,83
΢վ2,2022/11/7 7:00,23,61,24,15.2,76
΢վ2,2022/11/7 8:00,20,53,20,17.9,67
΢վ2,2022/11/7 9:00,20,57,18,21,55
΢վ2,2022/11/7 10:00,21,59,18,23.4,46
΢վ2,2022/11/7 11:00,16,44,19,24.4,40
΢վ2,2022/11/7 12:00,18,48,19,24.9,37
΢վ2,2022/11/7 13:00,19,52,21,25.4,36
΢վ2,2022/11/7 14:00,18,50,23,25.3,36
΢վ2,2022/11/7 15:00,17,47,26,24.9,36
΢վ2,2022/11/7 16:00,21,61,35,23.1,43
΢վ2,2022/11/7 17:00,25,73,37,21.3,47
΢վ2,2022/11/7 18:00,33,99,39,20.3,54
΢վ2,2022/11/7 19:00,32,97,38,19.6,58
΢վ2,2022/11/7 20:00,35,105,40,18.6,62
΢վ2,2022/11/7 21:00,37,110,42,17.5,69
΢վ2,2022/11/7 22:00,31,93,41,16.9,74
΢վ2,2022/11/7 23:00,26,74,36,16.7,75
΢վ2,2022/11/8 0:00,25,69,35,16.6,78
΢վ2,2022/11/8 1:00,30,78,32,15.7,82
΢վ2,2022/11/8 2:00,31,85,34,15.4,85
΢վ2,2022/11/8 3:00,30,81,34,14.9,87
΢վ2,2022/11/8 4:00,49,130,32,15.1,86
΢վ2,2022/11/8 5:00,64,159,32,14.8,87
΢վ2,2022/11/8 6:00,42,110,31,14.2,89
΢վ2,2022/11/8 7:00,37,107,29,15,86
΢վ2,2022/11/8 8:00,33,92,23,17.6,76
΢վ2,2022/11/8 9:00,26,69,21,19.7,67
΢վ2,2022/11/8 10:00,19,52,17,21.8,56
΢վ2,2022/11/8 11:00,13,39,14,22.5,44
΢վ2,2022/11/8 12:00,13,40,22,23.3,41
΢վ2,2022/11/8 13:00,14,41,23,23.6,40
΢վ2,2022/11/8 14:00,13,40,23,23.8,39
΢վ2,2022/11/8 15:00,11,38,26,23.6,37
΢վ2,2022/11/8 16:00,11,37,40,21.8,53
΢վ2,2022/11/8 17:00,12,40,36,20.2,62
΢վ2,2022/11/8 18:00,16,47,36,19,69
΢վ2,2022/11/8 19:00,18,49,34,18.3,72
΢վ2,2022/11/8 20:00,20,53,35,17.5,76
΢վ2,2022/11/8 21:00,20,55,34,16.7,79
΢վ2,2022/11/8 22:00,22,57,34,16.3,80
΢վ2,2022/11/8 23:00,21,56,35,15.9,81
΢վ2,2022/11/9 0:00,22,58,35,15.7,82
΢վ2,2022/11/9 1:00,23,60,35,15.5,83
΢վ2,2022/11/9 2:00,24,62,35,15.5,84
΢վ2,2022/11/9 3:00,25,64,34,15.2,86
΢վ2,2022/11/9 4:00,23,61,33,15.1,85
΢վ2,2022/11/9 5:00,20,54,33,15.2,85
΢վ2,2022/11/9 6:00,18,50,33,15.4,85
΢վ2,2022/11/9 7:00,19,54,32,16.4,83
΢վ2,2022/11/9 8:00,21,59,29,18.7,77
΢վ2,2022/11/9 9:00,23,63,28,19.7,77
